movie_idx,val,movieId
76,0.1699962666277095,85
77,0.6396932363246797,86
78,-1.3300037333722905,87
79,-0.7239431273116841,88
80,-0.12167040003895702,89
81,-0.6633370667056235,92
82,-0.5800037333722905,93
83,0.4477740444054876,94
84,-0.4823846857532428,95
85,0.003329599961042984,96
86,0.33666293329437647,97
87,1.503329599961043,99
88,-0.5875794909480478,100
89,0.5311073777388207,101
90,-1.096670400038957,102
91,-0.496670400038957,103
92,-0.0271582049170056,104
93,-0.3300037333722905,105
94,0.503329599961043,106
95,-0.1395275428960998,107
96,0.503329599961043,108
97,0.5349085473294637,110
98,0.575551822183265,111
99,0.028970625602068534,112
100,-0.16333706670562353,113
101,0.33666293329437647,116
102,-0.496670400038957,117
103,-0.996670400038957,118
104,-0.496670400038957,119
105,0.503329599961043,121
106,-0.6889780923466495,122
107,0.878329599961043,123
108,0.4477740444054876,125
109,-1.496670400038957,126
110,-0.496670400038957,128
111,-1.496670400038957,129
112,-0.6633370667056235,132
113,-0.5656359172803365,135
114,-0.496670400038957,137
115,0.08666293329437647,140
116,-0.052225955594512374,141
117,-0.16333706670562353,144
118,-0.038337066705623535,145
119,0.003329599961042984,146
120,-0.16333706670562353,147
121,1.503329599961043,148
122,-1.496670400038957,149
123,0.3150179116493548,150
124,0.03274136466692523,151
125,-1.996670400038957,152
126,-0.5151889185574756,153
127,0.2760568726883159,154
128,-1.121670400038957,155
129,-0.16333706670562353,156
130,-0.6633370667056235,157
131,-0.604513537293859,158
132,-0.5383370667056235,159
133,-0.554809934922678,160
134,0.1181944648259079,161
135,0.6819010285324718,162
136,0.06696596359740647,163
137,0.003329599961042984,164
138,0.08807536267290761,165
139,0.003329599961042984,166
140,-0.4858008348215659,168
141,-0.9252418286103854,169
142,-0.3428242461928033,170
143,0.003329599961042984,171
144,-0.8381338146731032,172
145,-0.8148522182207754,173
146,-0.621670400038957,174
147,0.4477740444054876,175
148,0.836662933294376,176
149,-0.746670400038957,177
150,-2.496670400038957,178
151,-1.996670400038957,179
152,-0.13667040003895714,180
153,-1.152920400038957,181
154,0.003329599961042984,183
155,-0.496670400038957,184
156,-0.41835714702690874,185
157,-0.6674021073560303,186
158,0.628329599961043,187
159,0.09423869087013381,188
160,-0.496670400038957,189
161,-1.246670400038957,190
162,-1.6633370667056238,191
163,-0.9197473231158799,193
164,0.10332959996104307,194
165,-0.621670400038957,195
166,-0.8937292235683687,196
167,-0.3300037333722905,198
168,0.628329599961043,199
169,-0.496670400038957,201
170,-0.496670400038957,202
171,-0.0716704000389572,203
172,-0.7239431273116841,204
173,-0.41333706670562353,205
174,-0.496670400038957,206
175,0.23060232723377005,207
176,-0.6740897548776665,208
177,-0.24667040003895702,209
178,-0.496670400038957,210
179,0.003329599961042984,211
180,-0.746670400038957,212
181,-0.12167040003895702,213
182,0.503329599961043,214
183,0.409579599961043,215
184,-0.2534271567957136,216
185,-1.2966704000389568,217
186,0.04179113842258131,218
187,-0.496670400038957,219
188,-0.496670400038957,220
189,0.503329599961043,222
190,0.31814441477585786,223
191,0.1650943058433958,224
192,0.028970625602068534,225
193,-0.5466704000389568,227
194,-0.496670400038957,228
195,0.003329599961042984,229
196,-0.15456513688106233,230
197,-0.46268981751468496,231
198,0.2949962666277095,232
199,-0.04212494549350243,233
200,-0.996670400038957,234
201,0.12832959996104298,235
202,-0.09042040003895702,236
203,-0.3633370667056237,237
204,0.503329599961043,238
205,-0.496670400038957,239
206,-1.246670400038957,240
207,0.503329599961043,241
208,0.003329599961042984,242
209,-0.496670400038957,243
210,0.8033295999610428,246
211,0.4150943058433958,247
212,-0.309170400038957,248
213,0.1699962666277095,249
214,-0.996670400038957,250
215,-0.496670400038957,251
216,-0.05072445409301096,252
217,-0.01352433262322661,253
218,-0.496670400038957,254
219,-1.246670400038957,255
220,-0.5522259555945124,256
221,-0.2239431273116841,257
222,-0.7188926222611793,258
223,-0.496670400038957,259
224,0.7582800950105475,260
225,0.3319010285324717,261
226,0.3922184888499318,262
227,0.503329599961043,263
228,0.429255525886969,265
229,-0.12167040003895702,266
230,-0.6038132571818142,267
231,-0.496670400038957,269
232,-0.0966704000389571,270
233,0.1699962666277095,271
234,0.29962589625733926,272
235,-0.6330340364025933,273
236,-0.746670400038957,274
237,-1.496670400038957,275
238,-0.0966704000389571,276
239,-0.19021878713573104,277
240,-2.496670400038957,278
241,-0.496670400038957,279
242,0.503329599961043,280
243,0.28904388567532857,281
244,-0.012799432297021518,282
245,0.1699962666277095,283
246,1.003329599961043,284
247,0.503329599961043,285
248,-0.496670400038957,287
249,-0.27927909569113085,288
250,0.28904388567532857,289
251,0.45332959996104316,290
252,-0.996670400038957,291
253,-0.1029204000389572,292
254,0.5533295999610428,293
255,-0.496670400038957,294
256,-0.496670400038957,295
257,0.7009580584590664,296
258,-1.496670400038957,298
259,0.503329599961043,299
260,0.003329599961042984,300
261,0.503329599961043,301
262,-0.496670400038957,302
263,-0.47743963080818785,303
264,-0.496670400038957,304
265,-0.4252418286103854,305
266,0.5487841454155888,306
267,0.4506980210136744,307
268,0.5366629332943762,308
269,-0.496670400038957,310
270,-0.496670400038957,311
271,-1.996670400038957,312
272,-0.16333706670562353,313
273,0.378329599961043,314
274,-0.3300037333722905,315
275,-0.1088199327492374,316
276,-0.3300037333722905,317
277,0.9362564292293354,318
278,0.3961867428181858,319
279,-0.496670400038957,320
280,0.503329599961043,321
281,0.053329599961042806,322
282,0.503329599961043,324
283,-0.996670400038957,325
284,0.503329599961043,326
285,-0.6038132571818142,327
286,-0.21889262226117934,328
287,-0.061605464974022084,329
288,-0.496670400038957,330
289,-0.496670400038957,331
290,-0.6633370667056235,332
291,0.20787505450649757,333
292,0.753329599961043,334
293,0.003329599961042984,335
294,-0.496670400038957,336
295,0.3128534094848523,337
296,-0.5633370667056239,338
297,0.029303625935068744,339
298,-0.24667040003895702,340
299,0.503329599961043,341
300,-0.2166704000389572,342
301,-0.5966704000389571,343
302,-0.4728608762294333,344
303,0.020570979271387735,345
304,-0.0966704000389571,346
305,-0.24667040003895702,347
306,0.02506873039582569,348
307,0.2711867428181858,349
308,-0.17108900469011967,350
309,-0.3043627077312645,351
310,-0.996670400038957,352
311,0.1699962666277095,353
312,-0.16333706670562353,354
313,-1.1633370667056235,355
314,0.6483677678999746,356
315,0.01702823009802934,357
316,-0.9252418286103854,358
317,-0.496670400038957,359
318,-0.5680989714675286,360
319,-0.496670400038957,361
320,-0.054362707731264504,362
321,0.503329599961043,363
322,0.3944586322191075,364
323,-0.24667040003895702,365
324,-0.5800037333722905,366
325,-0.307694022086201,367
326,0.003329599961042984,368
327,0.503329599961043,369
328,-0.5184095304737397,370
329,-0.277920400038957,371
330,-0.7188926222611793,372
331,0.13969323632467923,373
332,-1.3148522182207754,374
333,-0.27608216474483926,376
334,0.006777875823111845,377
335,-0.7109561143246714,378
336,-1.1019335579336937,379
337,-0.021670400038956927,380
338,0.20332959996104316,381
339,-0.2050037333722905,382
340,-0.559170400038957,383
341,-0.24667040003895702,384
342,0.503329599961043,385
343,-0.496670400038957,386
344,-0.6633370667056235,387
345,-0.496670400038957,388
346,0.503329599961043,389
347,0.378329599961043,390
348,1.003329599961043,391
349,-1.434170400038957,393
350,-1.146670400038957,405
351,-0.496670400038957,406
352,-0.1966704000389572,407
353,-0.496670400038957,408
354,-1.496670400038957,409
355,-0.37726741496433025,410
356,0.03904388567532857,412
357,-0.6705834435172178,413
358,-1.1633370667056235,414
359,-1.0323846857532426,415
360,-0.996670400038957,416
361,0.503329599961043,417
362,-0.496670400038957,418
363,-0.6633370667056235,419
364,-0.7362537333722905,420
365,-0.3300037333722905,421
366,-0.496670400038957,422
367,-0.6633370667056235,423
368,-2.246670400038957,424
369,0.253329599961043,425
370,-0.3538132571818142,426
371,-0.746670400038957,427
372,0.15957959996104298,428
373,-1.696670400038957,429
374,0.253329599961043,430
375,0.20332959996104316,431
376,-0.9177230316179044,432
377,-0.996670400038957,433
378,-0.43745987372316764,434
379,-1.1597138782998266,435
380,-0.7966704000389568,436
381,-1.2823846857532426,437
382,-0.8300037333722905,438
383,0.0668216634531067,440
384,0.503329599961043,441
385,-0.4378468706271925,442
386,-0.996670400038957,444
387,-0.6077815111500682,445
388,0.66999626662771,446
389,0.12832959996104298,448
390,-2.496670400038957,449
391,-0.6633370667056235,450
392,0.503329599961043,451
393,-0.496670400038957,452
394,-0.496670400038957,453
395,0.01582959996104316,454
396,-1.121670400038957,455
397,0.253329599961043,456
398,0.4630611435852039,457
399,-0.6966704000389572,458
400,-1.1966704000389572,459
401,-0.996670400038957,460
402,-0.746670400038957,461
403,-0.6077815111500682,464
404,-0.7626278468474679,466
405,1.503329599961043,467
406,-0.23476563813419515,468
407,-0.0966704000389571,469
408,-2.496670400038957,470
409,0.1807489547997525,471
410,-0.7966704000389568,472
411,-1.6395275428960998,473
412,0.14126063444380144,474
413,0.7652343618658048,475
414,-2.496670400038957,476
415,-0.12167040003895702,477
416,-0.996670400038957,478
417,-1.246670400038957,479
418,0.26911907364525334,480
419,-0.3790233412154276,481
420,0.12832959996104298,482
421,-2.496670400038957,484
422,-0.438530865155236,485
423,-0.996670400038957,486
424,-0.996670400038957,487
425,-0.496670400038957,488
426,-0.621670400038957,489
427,-0.38555928892784586,490
428,-0.0800037333722905,491
429,0.3533295999610431,492
430,0.2255518221832653,493
431,-0.04078804709778039,494
432,1.503329599961043,495
433,1.503329599961043,496
434,0.25973985637129937,497
435,-0.996670400038957,499
436,-0.10576130912986592,500
437,0.003329599961042984,501
438,-1.0383370667056235,502
439,-0.496670400038957,504
440,-1.2823846857532426,505
441,1.003329599961043,506
442,-0.0800037333722905,507
443,0.09766922260255262,508
444,-0.006285784654341597,509
445,-0.496670400038957,510
446,-1.496670400038957,511
447,0.003329599961042984,512
448,-0.12167040003895702,513
449,-0.15292040003895702,514
450,0.028329599961042895,515
451,-0.7823846857532426,516
452,-0.4252418286103854,517
453,-0.996670400038957,518
454,-0.996670400038957,519
455,-0.27253246900447436,520
456,-0.3300037333722905,521
457,-0.21095611432467143,522
458,0.003329599961042984,523
459,-0.1271051826476528,524
460,0.503329599961043,526
461,0.7167798923587037,527
462,-1.1633370667056235,528
463,0.41761531424675713,529
464,-0.21889262226117934,531
465,-0.4512158545844116,532
466,-0.6120550154235724,533
467,0.053329599961042806,534
468,-0.21095611432467143,535
469,0.003329599961042984,536
470,-0.29667040003895684,537
471,-0.04212494549350243,538
472,-0.06260446597302316,539
473,-0.871670400038957,540
474,0.5747581713896142,541
475,-0.5522259555945124,542
476,-0.2907880470977804,543
477,-1.059170400038957,544
478,-1.4609561143246714,546
479,-0.24667040003895702,547
480,-0.746670400038957,548
481,1.003329599961043,549
482,-0.496670400038957,550
483,0.010575976772637219,551
484,-0.2987537333722905,552
485,0.22974469430066558,553
486,0.29962589625733926,555
487,-0.496670400038957,556
488,-0.4252418286103854,558
489,0.10332959996104307,562
490,0.503329599961043,563
491,-1.996670400038957,564
492,-1.496670400038957,567
493,0.003329599961042984,568
494,-0.8300037333722905,569
495,0.003329599961042984,573
496,-0.16333706670562353,574
497,-0.7966704000389568,575
498,-1.6633370667056238,577
499,-0.496670400038957,579
500,-0.746670400038957,580
501,0.503329599961043,581
502,0.503329599961043,583
503,-0.6800037333722901,585
504,-0.44347891067725476,586
505,-0.024760287679406634,587
506,0.33999626662770943,588
507,0.45688151252934883,589
508,0.3010395236251653,590
509,-0.07333706670562368,592
510,0.6627182462492525,593
511,0.08666293329437647,594
512,0.24264583927728234,595
513,-0.12167040003895702,596
514,0.003329599961042984,597
515,0.3033295999610428,599
516,0.503329599961043,600
517,0.503329599961043,602
518,-0.18417040003895702,605
519,-0.496670400038957,606
520,0.5662666628981063,608
521,0.1699962666277095,609
522,0.0747581713896146,610
523,-1.0800037333722905,611
524,-1.096670400038957,612
525,-0.24667040003895702,613
526,-0.496670400038957,615
527,-0.09126499463355175,616
528,-0.6633370667056235,617
529,-0.496670400038957,618
530,-1.8300037333722903,619
531,1.503329599961043,626
532,-0.16333706670562353,627
533,0.31367442754724983,628
534,-0.309170400038957,631
535,0.503329599961043,632
536,1.503329599961043,633
537,-1.496670400038957,634
538,-0.496670400038957,635
539,-0.496670400038957,636
540,-0.2675037333722905,637
541,-0.496670400038957,638
542,-0.496670400038957,639
543,-0.8148522182207754,640
544,0.003329599961042984,645
545,-0.2082088615774187,647
546,0.02640652303796598,648
547,-0.496670400038957,649
548,0.1699962666277095,650
549,-0.38555928892784586,653
550,-0.496670400038957,656
551,0.0691190736452536,661
552,-0.496670400038957,662
553,0.05888515551659834,663
554,0.836662933294376,665
555,-0.746670400038957,667
556,0.753329599961043,668
557,1.253329599961043,670
558,0.21022615168518088,671
559,-0.7626278468474679,673
560,-0.3300037333722905,674
561,0.315829599961043,678
562,0.503329599961043,679
563,0.628329599961043,680
564,0.503329599961043,685
565,-1.6633370667056238,688
566,-0.16333706670562353,691
567,-1.496670400038957,692
568,-0.3466704000389571,694
569,0.503329599961043,695
570,-0.496670400038957,697
571,-2.496670400038957,698
572,-0.1966704000389572,700
573,-1.496670400038957,703
574,-0.9252418286103854,704
575,-0.496670400038957,706
576,-0.5323846857532426,707
577,-0.13667040003895714,708
578,-0.44111484448340166,709
579,-0.8300037333722905,710
580,-0.746670400038957,711
581,0.8033295999610428,714
582,0.1699962666277095,715
583,0.628329599961043,718
584,-0.6633370667056235,719
585,0.6772426434393037,720
586,0.503329599961043,722
587,-0.496670400038957,724
588,-0.996670400038957,725
589,-0.496670400038957,726
590,-0.12167040003895702,728
591,-0.16333706670562353,731
592,0.15639082445083874,733
593,0.4199962666277095,735
594,-0.18294490984287837,736
595,-0.9633370667056238,737
596,0.7283295999610426,741
597,-0.8300037333722905,742
598,-1.0383370667056235,743
599,0.3922184888499318,745
600,-0.16333706670562353,747
601,-0.5493019789863256,748
602,0.7594271609366525,750
603,0.503329599961043,757
604,0.503329599961043,759
605,0.753329599961043,760
606,-0.777920400038957,761
607,-0.9800037333722904,762
608,0.003329599961042984,764
609,-0.31809897146752864,765
610,-0.16333706670562353,766
611,0.003329599961042984,773
612,-0.496670400038957,775
613,0.5403666369980802,778
614,0.503329599961043,779
615,0.026508407908062637,780
616,-0.29667040003895684,781
617,-0.496670400038957,782
618,-0.2216704000389571,783
619,-0.6591704000389571,784
620,-0.16854540003895702,785
621,-0.41333706670562353,786
622,-0.7618219151904722,788
623,-1.496670400038957,790
624,0.503329599961043,791
625,0.003329599961042984,795
626,-0.7744481778167347,798
627,0.003329599961042984,799
628,0.5802526768841196,800
629,-0.496670400038957,801
630,-0.21095611432467143,802
631,0.503329599961043,803
632,-0.21095611432467143,804
633,0.08666293329437647,805
634,-1.996670400038957,806
635,0.003329599961042984,808
636,-0.996670400038957,809
637,-1.0522259555945124,810
638,-0.746670400038957,813
639,-0.41333706670562353,818
640,0.003329599961042984,823
641,0.503329599961043,824
642,0.253329599961043,828
643,-0.7823846857532426,829
644,-0.6300037333722903,830
645,-0.20356695176309492,832
646,-1.696670400038957,833
647,0.1699962666277095,835
648,-0.496670400038957,836
649,-0.270863948426054,837
650,0.3076774260479995,838
651,-0.746670400038957,839
652,0.003329599961042984,840
653,-0.496670400038957,841
654,-1.3300037333722905,842
655,0.10332959996104307,848
656,-0.6878468706271925,849
657,-0.496670400038957,851
658,-0.2869929806841185,852
659,0.8169941962343352,858
660,0.2176153142467574,861
661,0.503329599961043,866
662,-1.746670400038957,867
663,0.1699962666277095,869
664,-2.496670400038957,870
665,0.003329599961042984,875
666,1.503329599961043,876
667,-1.1633370667056235,879
668,-0.8010182261259136,880
669,-1.396670400038957,881
670,-1.496670400038957,882
671,-0.996670400038957,885
672,-0.3966704000389569,886
673,-1.3300037333722905,888
674,0.503329599961043,889
675,-0.496670400038957,891
676,0.0487841454155884,892
677,0.1699962666277095,893
678,-0.496670400038957,896
679,0.253329599961043,897
680,0.8215114181428613,898
681,0.5747581713896142,899
682,0.503329599961043,900
683,-0.29667040003895684,901
684,0.3233295999610428,902
685,0.6144407110721537,903
686,0.7760568726883155,904
687,0.7725603691918121,905
688,0.753329599961043,906
689,0.003329599961042984,907
690,0.7333295999610434,908
691,0.4233295999610429,909
692,0.5509486475800904,910
693,0.2760568726883159,911
694,0.7262211662261033,912
695,0.6548447514761944,913
696,0.5390438856753286,914
697,0.2859382956132168,915
698,0.5685469912653907,916
699,0.003329599961042984,917
700,0.5747581713896142,918
701,0.3479241945556377,919
702,0.13969323632467923,920
703,0.20332959996104316,921
704,0.8110219076533505,922
705,0.5610219076533505,923
706,0.41242050905195216,924
707,0.753329599961043,926
708,0.503329599961043,927
709,0.6033295999610426,928
710,0.003329599961042984,929
711,0.7680354823139841,930
712,0.440829599961043,931
713,0.440829599961043,932
714,0.7760568726883155,933
715,-0.1966704000389572,934
716,0.33666293329437647,935
717,0.503329599961043,936
718,0.003329599961042984,937
719,-0.24667040003895702,938
720,0.503329599961043,940
721,0.503329599961043,941
722,0.9033295999610433,942
723,0.20332959996104316,943
724,0.503329599961043,944
725,0.5747581713896142,945
726,-0.996670400038957,946
727,0.253329599961043,947
728,0.4199962666277095,948
729,0.503329599961043,949
730,0.4033295999610429,950
731,0.9477740444054876,951
732,0.23060232723377005,952
733,0.5425452862355526,953
734,0.46999626662770977,954
735,0.38794498457642757,955
736,0.503329599961043,956
737,0.003329599961042984,959
738,0.503329599961043,961
739,-0.496670400038957,963
740,0.5533295999610428,965
741,0.10859275785577971,968
742,0.4848110814425244,969
743,0.003329599961042984,970
744,0.6033295999610426,971
745,0.4033295999610429,973
746,-0.496670400038957,976
747,-0.496670400038957,979
748,-0.496670400038957,981
749,-0.496670400038957,982
750,0.003329599961042984,984
751,0.003329599961042984,986
752,-0.496670400038957,987
753,-0.496670400038957,988
754,-0.371670400038957,990
755,-0.21889262226117934,991
756,-0.496670400038957,993
757,0.6851477817792246,994
758,-1.096670400038957,996
759,-0.496670400038957,998
760,-0.5421249454935024,999
761,-0.996670400038957,1003
762,-0.29667040003895684,1004
763,-1.246670400038957,1005
764,-0.16333706670562353,1006
765,-0.8300037333722905,1007
766,-0.496670400038957,1008
767,-0.44111484448340166,1009
768,-0.44111484448340166,1010
769,-0.5680989714675286,1011
770,-0.059170400038957016,1012
771,-0.26939767276622995,1013
772,-0.6633370667056235,1014
773,-0.5966704000389571,1015
774,-0.5966704000389571,1016
775,0.33666293329437647,1017
776,-1.1966704000389572,1018
777,-0.026082164744839265,1019
778,-0.39060979397835105,1020
779,-1.3148522182207754,1021
780,0.04280328417156909,1022
781,0.36696596359740674,1023
782,0.3033295999610428,1024
783,0.1533295999610429,1025
784,-0.4716704000389571,1027
785,0.3302526768841201,1028
786,-0.1752418286103854,1029
787,-0.7883370667056235,1030
788,0.028329599961042895,1031
789,-0.1481855515541084,1032
790,-0.03000373337229023,1033
791,-0.24667040003895702,1034
792,0.4233295999610429,1035
793,0.2739718017959052,1036
794,-0.746670400038957,1037
795,-0.496670400038957,1040
796,1.1533295999610433,1041
797,-0.25381325718181413,1042
798,-1.246670400038957,1043
799,1.003329599961043,1046
800,-0.3043627077312645,1047
801,0.003329599961042984,1049
802,0.4033295999610429,1050
803,0.503329599961043,1051
804,-0.496670400038957,1053
805,-1.496670400038957,1054
806,-1.996670400038957,1055
807,-0.5800037333722905,1056
808,-0.12167040003895702,1057
809,0.14618674281818578,1059
810,0.1699962666277095,1060
811,0.33666293329437647,1061
812,-0.4057613091298662,1064
813,1.003329599961043,1066
814,0.003329599961042984,1068
815,0.2898464538936274,1073
816,0.37175065259262174,1077
817,-0.059170400038957016,1078
818,0.354892099961043,1079
819,0.378329599961043,1080
820,0.13969323632467923,1081
821,0.003329599961042984,1082
822,-0.24667040003895702,1083
823,0.6885147851462281,1084
824,0.003329599961042984,1085
825,0.5271391237705667,1086
826,-0.17408975487766654,1088
827,0.711662933294376,1089
828,0.3922184888499318,1090
829,-0.996670400038957,1091
830,-0.3349056941566042,1092
831,-0.07479540003895702,1093
832,0.04387014050158333,1094
833,0.08666293329437647,1095
834,0.315829599961043,1096
835,0.2457538423852852,1097
836,-0.3300037333722905,1099
837,-0.809170400038957,1100
838,-0.2720327188795366,1101
839,0.586662933294376,1103
840,0.9739178352551607,1104
841,1.503329599961043,1105
842,-1.496670400038957,1107
843,0.628329599961043,1111
844,1.503329599961043,1112
845,-0.496670400038957,1114
846,0.503329599961043,1116
847,0.003329599961042984,1117
848,-0.496670400038957,1119
849,-0.07561776846000967,1120
850,0.503329599961043,1121
851,0.753329599961043,1123
852,0.003329599961042984,1124
853,0.12097665878457242,1125
854,-0.496670400038957,1126
855,0.03904388567532857,1127
856,-0.996670400038957,1128
857,-0.0502418286103854,1129
858,-0.621670400038957,1130
859,0.3604724571039002,1131
860,0.586662933294376,1132
861,-0.559170400038957,1135
862,0.6589899773195333,1136
863,0.503329599961043,1137
864,1.503329599961043,1140
865,0.503329599961043,1144
866,0.503329599961043,1147
867,0.49312551832839,1148
868,0.836662933294376,1150
869,1.503329599961043,1151
870,0.003329599961042984,1156
871,0.253329599961043,1161
872,-0.496670400038957,1162
873,-2.496670400038957,1163
874,0.503329599961043,1167
875,-0.496670400038957,1170
876,-0.03513193850049534,1171
877,0.7433295999610432,1172
878,-0.309170400038957,1173
879,0.32832959996104316,1175
880,1.003329599961043,1176
881,0.503329599961043,1177
882,1.04499626662771,1178
883,0.21166293329437647,1179
884,-0.496670400038957,1180
885,0.253329599961043,1183
886,0.586662933294376,1184
887,0.253329599961043,1185
888,0.05596117890841157,1186
889,0.003329599961042984,1187
890,0.003329599961042984,1188
891,0.5588851555165983,1189
892,-0.29667040003895684,1190
893,0.10332959996104307,1191
894,1.003329599961043,1192
895,0.6806023272337707,1193
896,0.09423869087013381,1194
897,0.7038945717124556,1196
898,0.7593295999610432,1197
899,0.7328893483887158,1198
900,0.70124626662771,1199
901,0.43832959996104304,1200
902,0.6524524069785866,1201
903,0.3604724571039002,1202
904,0.6120252521349561,1203
905,0.79499626662771,1204
906,0.4593735560049992,1206
907,0.6337643825697383,1207
908,0.66999626662771,1208
909,0.8033295999610428,1209
910,0.6259102451223337,1210
911,0.7890438856753286,1211
912,0.5588851555165983,1212
913,0.8349622530222676,1213
914,0.471071535444914,1214
915,0.5271391237705667,1215
916,-0.04212494549350243,1216
917,0.9676153142467574,1217
918,0.4033295999610429,1218
919,0.5417911384225813,1219
920,0.29563729226873514,1220
921,0.6983295999610433,1221
922,0.6033295999610426,1222
923,0.6120252521349561,1223
924,0.440829599961043,1224
925,0.6648680614995048,1225
926,-0.29667040003895684,1226
927,0.503329599961043,1227
928,0.5550537378920777,1228
929,0.3543934297482769,1230
930,0.378329599961043,1231
931,0.12832959996104298,1232
932,0.7866629332943762,1233
933,0.47605687268831565,1234
934,0.9381122086566953,1235
935,0.836662933294376,1236
936,0.836662933294376,1237
937,0.5747581713896142,1238
938,0.3351053008956226,1240
939,0.440829599961043,1241
940,0.6612243368031483,1242
941,0.4676153142467574,1243
942,0.6851477817792246,1244
943,0.7366629332943764,1245
944,0.4770138104873589,1246
945,0.5457024813169755,1247
946,0.815829599961043,1248
947,0.618714215345658,1249
948,0.6408295999610432,1250
949,0.503329599961043,1251
950,0.6203508765567878,1252
951,0.440829599961043,1253
952,0.253329599961043,1254
953,-0.7966704000389568,1255
954,0.30888515551659834,1256
955,0.12832959996104298,1257
956,0.565829599961043,1258
957,0.4506980210136744,1259
958,0.10332959996104307,1260
959,0.5211867428181862,1261
960,0.620976658784572,1262
961,0.2680354823139841,1263
962,0.3033295999610428,1264
963,0.4337643825697386,1265
964,0.5176153142467572,1266
965,0.8442386908701338,1267
966,0.19082959996104298,1268
967,0.43190102853247136,1269
968,0.5107922865282073,1270
969,-0.016670400038957034,1271
970,0.503329599961043,1272
971,0.5747581713896142,1273
972,0.3518144484458916,1274
973,0.2195458161772592,1275
974,0.8215114181428613,1276
975,0.836662933294376,1277
976,0.5706372922687355,1278
977,0.9319010285324718,1279
978,0.878329599961043,1280
979,0.66999626662771,1281
980,0.32832959996104316,1282
981,0.7386237176081019,1283
982,0.7306023272337705,1284
983,0.29120838783983105,1285
984,-0.1966704000389572,1286
985,0.6120252521349561,1287
986,0.48332959996104297,1288
987,0.3922184888499318,1289
988,-0.10778151115006818,1290
989,0.5211867428181862,1291
990,0.36444071107215414,1292
991,0.2783295999610429,1293
992,-0.14667040003895693,1295
993,0.1187142153456584,1296
994,0.409579599961043,1297
995,0.11444071107215414,1298
996,0.503329599961043,1299
997,0.565829599961043,1300
998,0.2760568726883159,1301
999,-0.10305337876236109,1302
1000,0.503329599961043,1303
1001,0.4216969468998184,1304
1002,0.1699962666277095,1305
1003,-1.121670400038957,1306
1004,0.3479241945556377,1307
1005,1.503329599961043,1310
1006,-0.996670400038957,1312
1007,-1.496670400038957,1318
1008,-0.3941062974748544,1320
1009,0.04179113842258131,1321
1010,-2.246670400038957,1322
1011,-1.996670400038957,1323
1012,-2.3300037333722905,1324
1013,-2.246670400038957,1325
1014,-2.1633370667056235,1326
1015,-0.996670400038957,1327
1016,-2.746670400038957,1328
1017,-0.746670400038957,1329
1018,-2.1633370667056235,1330
1019,-1.496670400038957,1331
1020,0.003329599961042984,1332
1021,0.18904388567532848,1333
1022,-0.496670400038957,1334
1023,-2.496670400038957,1335
1024,-2.496670400038957,1336
1025,1.003329599961043,1337
1026,0.08666293329437647,1339
1027,-0.24667040003895702,1340
1028,0.253329599961043,1341
1029,-0.7744481778167347,1342
1030,0.15038842349045467,1343
1031,0.503329599961043,1344
1032,-0.16333706670562353,1345
1033,-0.8538132571818142,1346
1034,-0.5204799238484807,1347
1035,-0.032384685753242604,1348
1036,1.503329599961043,1349
1037,0.38568254113751355,1350
1038,-1.1633370667056235,1351
